date,Open,High,Low,Close,Vol,Change %
01/23/2020,62.68,62.69,61.25,62.04,361.91,-0.0185
01/22/2020,64.57,64.58,62.62,63.21,273.3,-0.0214
01/21/2020,65.26,65.35,64.06,64.59,248.56,-0.0094
01/20/2020,65.98,66,64.92,65.2,154.79,0.0054
01/17/2020,64.69,65.6,64.48,64.85,238.64,0.0036
01/16/2020,64.26,64.97,63.9,64.62,220.17,0.0097
01/15/2020,64.44,64.6,63.55,64,229.53,-0.0076
01/14/2020,64.29,65.05,63.92,64.49,270.5,0.0045
01/13/2020,65.13,65.27,63.92,64.2,262.47,-0.012
01/10/2020,65.29,65.66,64.86,64.98,272.17,-0.006
01/09/2020,66,66.1,64.56,65.37,364.45,-0.0011
01/08/2020,71.22,71.75,64.94,65.44,560.89,-0.0415
01/07/2020,68.63,68.75,67.65,68.27,284.92,-0.0093
01/06/2020,69.35,70.74,68.21,68.91,341.14,0.0045
01/03/2020,66.28,69.5,66.22,68.6,479.7,0.0355
01/02/2020,66.41,66.58,65.72,66.25,205.69,0.0038
12/31/2019,66.65,66.93,65.63,66,171.01,-0.0357
12/30/2019,68.2,68.99,68.16,68.44,29.42,0.0041
12/27/2019,67.91,68.33,67.57,68.16,112.22,0.0035
12/26/2019,67.27,67.99,67.22,67.92,69.82,0.0107
12/24/2019,66.44,67.26,66.36,67.2,106.43,0.0122
12/23/2019,66.15,66.62,65.81,66.39,131.42,0.0038
12/20/2019,66.56,66.72,65.7,66.14,217.98,-0.006
12/19/2019,66.19,66.78,66.03,66.54,249.54,0.0056
12/18/2019,65.84,66.43,65.56,66.17,262.34,0.0011
12/17/2019,65.31,66.24,65.12,66.1,245.83,0.0116
12/16/2019,65.05,65.66,64.88,65.34,186.09,0.0018
12/13/2019,64.56,65.79,64.5,65.22,232.75,0.0159
12/12/2019,63.9,64.85,63.87,64.2,238.31,0.0075
12/11/2019,64,64.26,63.01,63.72,250.14,-0.0096
12/10/2019,64.03,64.69,63.78,64.34,235.19,0.0014
12/09/2019,64.29,64.5,63.61,64.25,239.77,-0.0022
12/06/2019,63.41,64.88,62.83,64.39,314.6,0.0158
12/05/2019,62.97,63.91,62.75,63.39,294.84,0.0062
12/04/2019,61.08,63.51,61,63,319.04,0.0358
12/03/2019,61.05,61.58,60.3,60.82,248.55,-0.0016
12/02/2019,60.73,62.09,60.72,60.92,297.87,-0.0242
11/29/2019,63.77,63.86,62.36,62.43,19.65,-0.0225
11/28/2019,63.91,64,63.19,63.87,96.08,-0.003
11/27/2019,64.02,64.6,63.51,64.06,125.47,-0.0033
11/26/2019,63.7,64.32,63.44,64.27,181.1,0.0097
11/25/2019,63.6,63.8,62.97,63.65,212.05,0.0041
11/22/2019,63.62,64.27,62.98,63.39,228.74,-0.0091
11/21/2019,62.22,64.03,61.92,63.97,318.49,0.0252
11/20/2019,60.94,62.8,60.3,62.4,343.31,0.0245
11/19/2019,62.28,62.57,60.7,60.91,296.8,-0.0245
11/18/2019,63.36,63.57,61.94,62.44,228.25,-0.0136
11/15/2019,62.47,63.65,61.7,63.3,255.68,0.0164
11/14/2019,62.61,63.21,62.15,62.28,234.78,-0.0014
11/13/2019,61.85,62.74,61.22,62.37,273.03,0.005
11/12/2019,62.11,62.85,61.82,62.06,238.17,-0.0019
11/11/2019,62.6,62.76,61.57,62.18,213.34,-0.0053
11/08/2019,62.29,62.7,60.66,62.51,287.67,0.0035
11/07/2019,61.73,62.89,61.65,62.29,261.07,0.0089
11/06/2019,62.78,63.32,61.59,61.74,275.94,-0.0194
11/05/2019,62.04,63.19,61.85,62.96,231.67,0.0134
11/04/2019,61.8,62.78,61.28,62.13,235.38,0.0071
11/01/2019,59.45,61.82,59.4,61.69,236.09,0.0242
10/31/2019,60.57,61.13,60.07,60.23,13.9,-0.0063
10/30/2019,61.6,61.93,60.45,60.61,105.87,-0.0159
10/29/2019,61.61,61.98,60.66,61.59,136.93,0.0003
10/28/2019,62.04,62.34,61.19,61.57,167.86,-0.0073
10/25/2019,61.5,62.11,60.93,62.02,204.45,0.0057
10/24/2019,60.99,61.9,60.64,61.67,215.54,0.0082
10/23/2019,59.48,61.3,58.85,61.17,313.23,0.0246
10/22/2019,59.05,60.26,58.75,59.7,260.6,0.0126
10/21/2019,59.23,59.55,58.26,58.96,212.57,-0.0077
10/18/2019,59.78,60.29,59.01,59.42,228.14,-0.0082
10/17/2019,58.99,60.04,58.69,59.91,269.84,0.0082
10/16/2019,58.9,59.75,58.36,59.42,257.88,0.0116
10/15/2019,59.3,59.68,58,58.74,305.68,-0.0103
10/14/2019,60.69,60.73,58.5,59.35,283.07,-0.0192
10/11/2019,59.53,60.69,59.21,60.51,367.63,0.0239
10/10/2019,58.04,59.6,57.8,59.1,262.53,0.0134
10/09/2019,58.02,59.35,57.91,58.32,266.48,0.0014
10/08/2019,58.47,58.92,57.38,58.24,274.74,-0.0019
10/07/2019,58.02,59.68,58.02,58.35,228.41,-0.0003
10/04/2019,57.69,58.96,57.67,58.37,299.92,0.0114
10/03/2019,57.54,57.99,56.15,57.71,336.9,0.0003
10/02/2019,59.25,59.5,57.22,57.69,307.91,-0.0204
10/01/2019,59.38,60.1,58.41,58.89,291.67,-0.0311
09/30/2019,62.24,62.24,60.73,60.78,22.01,-0.0183
09/27/2019,62.48,62.75,60.76,61.91,97.33,-0.0132
09/26/2019,62.58,62.92,61.45,62.74,115.57,0.0056
09/25/2019,62.44,62.81,61.23,62.39,201.47,-0.0113
09/24/2019,64.4,64.6,62.3,63.1,216.28,-0.0258
09/23/2019,65.23,65.5,63.53,64.77,204.78,0.0076
09/20/2019,65,65.28,64.05,64.28,224.88,-0.0019
09/19/2019,63.51,65.57,63.46,64.4,258.85,0.0126
09/18/2019,64.23,64.99,63.04,63.6,295.05,-0.0147
09/17/2019,68.15,69.26,63.55,64.55,620.49,-0.0648
09/16/2019,66.45,71.95,64.75,69.02,735.54,0.1461
09/13/2019,60.45,60.81,59.6,60.22,195.83,-0.0026
09/12/2019,61.16,61.39,58.92,60.38,358.09,-0.0071
09/11/2019,62.88,63.27,60.52,60.81,315.12,-0.0252
09/10/2019,62.82,63.78,62.17,62.38,267.55,-0.0034
09/09/2019,61.6,63,61.57,62.59,249.71,0.0171
09/06/2019,60.81,61.88,59.4,61.54,287.36,0.0097
09/05/2019,60.49,62.4,60.25,60.95,292.06,0.0041
09/04/2019,58.17,60.96,58.13,60.7,283.1,0.0419
09/03/2019,58.54,58.87,57.23,58.26,265.12,-0.0068
09/02/2019,58.8,59.26,58.1,58.66,121.64,-0.0293
08/30/2019,60.98,61.17,60.25,60.43,25.14,-0.0106
08/29/2019,60.48,61.19,59.98,61.08,131.09,0.0098
08/28/2019,60.04,61,59.8,60.49,134.26,0.0165
08/27/2019,58.8,60.17,58.51,59.51,218.37,0.0138
08/26/2019,58.35,60.17,58.24,58.7,183.3,-0.0108
08/23/2019,60.11,60.29,58.3,59.34,321.24,-0.0097
08/22/2019,60.43,60.89,59.47,59.92,276.11,-0.0063
08/21/2019,60.11,61.41,60.07,60.3,269.68,0.0045
08/20/2019,59.68,60.32,58.95,60.03,245.25,0.0049
08/19/2019,58.72,59.92,58.64,59.74,211.45,0.0188
08/16/2019,58.41,59.5,58.28,58.64,209.43,0.007
08/15/2019,59.07,59.42,57.67,58.23,298.67,-0.021
08/14/2019,61.07,61.08,58.21,59.48,320.43,-0.0297
08/13/2019,58.47,61.5,58,61.3,338.08,0.0466
08/12/2019,58.3,58.88,57.88,58.57,221.35,0.0007
08/09/2019,57.74,59.1,57.11,58.53,281.8,0.02
08/08/2019,57.48,58.01,56.77,57.38,299.69,0.0205
08/07/2019,58.68,59.23,55.88,56.23,485.19,-0.046
08/06/2019,59.56,60.56,58.55,58.94,328.15,-0.0145
08/05/2019,61.46,61.56,59.66,59.81,378.86,-0.0336
08/02/2019,61.16,62.95,60.98,61.89,364.14,0.023
08/01/2019,64.09,64.54,60.02,60.5,433.72,-0.0717
07/31/2019,64.95,65.42,64.95,65.17,18.76,0.007
07/30/2019,63.91,65.14,63.9,64.72,86.1,0.0159
07/29/2019,63.32,63.9,62.92,63.71,101.7,0.0039
07/26/2019,63.28,63.96,63.01,63.46,159.86,0.0011
07/25/2019,63.21,64.23,63.01,63.39,169.84,0.0033
07/24/2019,64.13,64.66,62.59,63.18,301.51,-0.0102
07/23/2019,63.26,64.46,62.66,63.83,272.73,0.009
07/22/2019,63.05,64.03,62.77,63.26,267.78,0.0126
07/19/2019,62.5,63.37,61.83,62.47,298.98,0.0087
07/18/2019,63.52,64.46,61.29,61.93,374.89,-0.0272
07/17/2019,64.44,65.28,63.22,63.66,274.93,-0.0107
07/16/2019,66.31,67.09,63.82,64.35,356.74,-0.032
07/15/2019,66.87,67.47,66.11,66.48,283.09,-0.0036
07/12/2019,66.83,67.29,66.51,66.72,244.7,0.003
07/11/2019,66.81,67.65,66.43,66.52,283.02,-0.0073
07/10/2019,64.78,67.12,64.63,67.01,349.51,0.0444
07/09/2019,63.81,64.75,63.76,64.16,263.89,0.0008
07/08/2019,64.34,65.14,63.79,64.11,253.82,-0.0019
07/05/2019,63.27,64.52,62.91,64.23,203.54,0.0147
07/04/2019,63.88,64.07,62.95,63.3,114.98,-0.0081
07/03/2019,62.9,64.01,62.09,63.82,281.75,0.0228
07/02/2019,64.8,65.51,62.22,62.4,386.94,-0.0409
07/01/2019,65.05,66.75,64.22,65.06,361.41,-0.0224
06/28/2019,66.51,66.84,66.08,66.55,34.62,0
06/27/2019,66.05,66.82,65.63,66.55,103.16,0.0009
06/26/2019,65.8,66.85,65.6,66.49,141.95,0.0221
06/25/2019,64.89,65.98,64.17,65.05,205.8,0.0029
06/24/2019,65.5,65.79,64.08,64.86,217.44,-0.0052
06/21/2019,64.86,65.76,64,65.2,257.92,0.0116
06/20/2019,62.45,64.82,62.4,64.45,394.17,0.0425
06/19/2019,62.4,62.55,61.4,61.82,320.06,-0.0051
06/18/2019,60.93,62.84,60.25,62.14,327.7,0.0197
06/17/2019,62.07,62.37,60.74,60.94,236.16,-0.0173
06/14/2019,61.25,62.57,60.74,62.01,262.31,0.0114
06/13/2019,59.94,62.64,59.78,61.31,435.42,0.0223
06/12/2019,61.79,61.85,59.57,59.97,343.21,-0.0372
06/11/2019,62.3,62.87,62.01,62.29,302.74,0
06/10/2019,63.58,64.1,62.05,62.29,278.49,-0.0158
06/07/2019,62.4,63.59,61.77,63.29,307.96,0.0263
06/06/2019,60.4,62.43,60.22,61.67,343.64,0.0172
06/05/2019,61.58,62.27,59.45,60.63,428.01,-0.0216
06/04/2019,61,62.12,60.21,61.97,370.27,0.0113
06/03/2019,61.64,62.84,60.55,61.28,386.56,-0.0498
05/31/2019,66.24,66.28,64.37,64.49,21.75,-0.0356
05/30/2019,69.68,69.96,66.31,66.87,105.27,-0.0371
05/29/2019,70.1,70.1,68.08,69.45,148.48,-0.0094
05/28/2019,69.99,70.59,69.58,70.11,238.88,0
05/27/2019,69.15,70.23,68.53,70.11,72.18,0.0207
05/24/2019,67.99,69.3,67.33,68.69,292.09,0.0137
05/23/2019,70.86,70.97,67.02,67.76,434.54,-0.0455
05/22/2019,71.91,72.04,70.42,70.99,371.52,-0.0165
05/21/2019,72.15,72.52,71.63,72.18,303.74,0.0029
05/20/2019,72.5,73.4,71.6,71.97,301.98,-0.0033
05/17/2019,72.82,73.23,71.79,72.21,255.53,-0.0056
05/16/2019,72.05,73.36,71.82,72.62,326.44,0.0118
05/15/2019,70.9,72.25,70.42,71.77,272.44,0.0074
05/14/2019,70.02,71.65,69.93,71.24,299.77,0.0144
05/13/2019,70.83,72.58,69.72,70.23,373.47,-0.0055
05/10/2019,70.45,71.23,70.18,70.62,300.46,0.0033
05/09/2019,70.23,70.65,69.4,70.39,328.74,0.0003
05/08/2019,69.88,70.7,69.33,70.37,295.44,0.007
05/07/2019,71.15,71.33,69.38,69.88,332.07,-0.0191
05/06/2019,70.59,71.79,68.79,71.24,227.02,0.0055
05/03/2019,70.48,71.54,69.95,70.85,249.81,0.0014
05/02/2019,72,72.22,69.68,70.75,346.63,-0.0198
05/01/2019,71.73,72.36,71.3,72.18,230.8,-0.0085
04/30/2019,71.94,73.27,71.73,72.8,25.34,0.0105
04/29/2019,71.56,72.5,71.06,72.04,147.41,-0.0015
04/26/2019,74.2,74.42,71.3,72.15,222.89,-0.0296
04/25/2019,74.46,75.6,74,74.35,309.21,-0.003
04/24/2019,74.27,74.73,74.02,74.57,276.67,0.0008
04/23/2019,74.38,74.73,73.99,74.51,308.99,0.0063
04/22/2019,71.93,74.52,71.86,74.04,305.17,0.0288
04/18/2019,71.63,72.04,71.2,71.97,259.04,0.0049
04/17/2019,71.83,72.27,71.45,71.62,276.61,-0.0014
04/16/2019,71.21,71.95,70.74,71.72,273.9,0.0076
04/15/2019,71.55,71.6,70.78,71.18,219.15,-0.0052
04/12/2019,70.95,71.87,70.9,71.55,237.22,0.0102
04/11/2019,71.56,71.68,70.57,70.83,278.09,-0.0125
04/10/2019,70.82,71.78,70.57,71.73,288.89,0.0159
04/09/2019,71.19,71.34,70.3,70.61,267.49,-0.0069
04/08/2019,70.56,71.19,70.43,71.1,288.13,0.0108
04/05/2019,69.13,70.48,68.92,70.34,263.87,0.0135
04/04/2019,69.44,70.03,68.87,69.4,281.88,0.0013
04/03/2019,69.47,69.96,68.8,69.31,341.5,-0.0009
04/02/2019,69.22,69.58,68.69,69.37,299.3,0.0052
04/01/2019,67.58,69.22,67.58,69.01,320.77,0.0091
03/29/2019,68.01,68.89,67.81,68.39,20.62,0.0084
03/28/2019,67.75,68,66.54,67.82,131.64,-0.0001
03/27/2019,67.9,68.35,67.19,67.83,148.15,-0.0021
03/26/2019,67.36,68.23,67.24,67.97,197.54,0.0113
03/25/2019,67,67.65,66.36,67.21,216.76,0.0027
03/22/2019,67.76,67.98,66.2,67.03,284.52,-0.0122
03/21/2019,68.38,68.69,67.59,67.86,303.23,-0.0093
03/20/2019,67.66,68.57,67.19,68.5,235.49,0.0132
03/19/2019,67.49,68.2,67.13,67.61,234.14,0.001
03/18/2019,67.14,67.69,66.69,67.54,208.53,0.0057
03/15/2019,67.18,67.71,66.13,67.16,254.32,-0.001
03/14/2019,67.65,68.14,67.03,67.23,235.99,-0.0047
03/13/2019,66.91,67.76,66.7,67.55,243.2,0.0132
03/12/2019,66.7,67.39,66.34,66.67,252.13,0.0014
03/11/2019,65.76,66.75,65.63,66.58,247.81,0.0128
03/08/2019,66.08,66.09,64.02,65.74,316.39,-0.0084
03/07/2019,65.88,67,65.75,66.3,276.24,0.0047
03/06/2019,65.49,66.18,65.22,65.99,283.2,0.002
03/05/2019,65.46,66.23,65.04,65.86,216.39,0.0029
03/04/2019,64.97,66.34,64.93,65.67,233.54,0.0092
03/01/2019,66.48,67.14,64.59,65.07,297.19,-0.0145
02/28/2019,66.38,66.38,65.67,66.03,19.67,-0.0054
02/27/2019,65.64,66.7,65.27,66.39,102.14,0.0181
02/26/2019,64.79,65.74,64.32,65.21,127.6,0.0069
02/25/2019,66.97,67.47,64.54,64.76,220.94,-0.0352
02/22/2019,66.96,67.73,66.87,67.12,177.62,0.0007
02/21/2019,67.05,67.31,66.69,67.07,245.86,-0.0001
02/20/2019,66.3,67.38,65.63,67.08,276.48,0.0095
02/19/2019,66.44,66.65,65.58,66.45,246.65,-0.0008
02/18/2019,66.39,66.83,65.9,66.5,175.24,0.0038
02/15/2019,64.86,66.39,64.42,66.25,294.49,0.026
02/14/2019,63.69,64.81,63.25,64.57,287.45,0.0151
02/13/2019,62.7,63.98,62.69,63.61,269.68,0.0191
02/12/2019,61.59,63.34,61.59,62.42,278.8,0.0148
02/11/2019,62.11,62.34,60.9,61.51,280.96,-0.0095
02/08/2019,61.66,62.36,61.04,62.1,254.95,0.0076
02/07/2019,62.5,62.91,60.6,61.63,286.17,-0.0169
02/06/2019,62.06,62.8,61.05,62.69,225.57,0.0115
02/05/2019,62.64,63.02,61.72,61.98,215.36,-0.0085
02/04/2019,62.83,63.63,61.28,62.51,297.43,-0.0038
02/01/2019,61.06,62.97,60.46,62.75,267.22,0.0139
01/31/2019,61.97,62.32,61.57,61.89,20.63,0.0039
01/30/2019,61.26,62.67,61.04,61.65,90.93,0.0054
01/29/2019,59.87,61.79,59.75,61.32,142.13,0.0232
01/28/2019,61.49,61.69,59.49,59.93,214.19,-0.0277
01/25/2019,61.13,61.92,60.7,61.64,218.03,0.009
01/24/2019,61.02,61.51,60.41,61.09,274.48,-0.0008
01/23/2019,61.37,62.33,60.21,61.14,308.46,-0.0059
01/22/2019,62.59,62.71,60.57,61.5,283.22,-0.0198
01/21/2019,62.74,63.15,62.25,62.74,138.08,0.0006
01/18/2019,61.33,63,61.32,62.7,288.91,0.0248
01/17/2019,61.05,61.54,60.04,61.18,278.42,-0.0023
01/16/2019,60.42,61.45,60.03,61.32,315.59,0.0112
01/15/2019,59.36,60.86,59.11,60.64,234.36,0.028
01/14/2019,60.62,61.04,58.9,58.99,263.28,-0.0246
01/11/2019,61.19,62.49,60.08,60.48,292.79,-0.0195
01/10/2019,61.15,61.91,60.44,61.68,300.92,0.0039
01/09/2019,59.15,61.69,59.05,61.44,329.05,0.0463
01/08/2019,57.64,58.87,57.13,58.72,288.25,0.0242
01/07/2019,57.41,58.93,57.26,57.33,296.58,0.0047
01/04/2019,55.67,58.31,55.34,57.06,321.11,0.0198
01/03/2019,54.29,56.3,53.93,55.95,278.36,0.0189
01/02/2019,54.12,56.56,52.51,54.91,300.95,0.0206
12/31/2018,53,54.82,52.66,53.8,109.11,0.0307
12/28/2018,53.44,53.8,51.6,52.2,17.11,0.0008
12/27/2018,54.65,54.67,51.94,52.16,102.59,-0.0424
12/26/2018,50.84,55.29,49.93,54.47,77,0.0793
12/24/2018,53.49,54.66,50.36,50.47,76.22,-0.0622
12/21/2018,54.97,55.33,52.79,53.82,226.34,-0.0098
12/20/2018,56.49,56.75,54.28,54.35,299.45,-0.0505
12/19/2018,56.51,58.11,56.04,57.24,319.37,0.0174
12/18/2018,59,59.24,55.89,56.26,398.56,-0.0562
12/17/2018,60.25,61.21,58.64,59.61,246.03,-0.0111
12/14/2018,61.53,61.58,59.92,60.28,206.56,-0.019
12/13/2018,60.29,62.02,59.33,61.45,252.4,0.0216
12/12/2018,60.67,61.43,59.98,60.15,246.92,-0.0008
12/11/2018,59.91,61.1,59.58,60.2,235.33,0.0038
12/10/2018,61.34,62.33,59.61,59.97,264.95,-0.0276
12/07/2018,60.25,63.73,59.1,61.67,423.08,0.0268
12/06/2018,61.36,61.97,58.36,60.06,399.99,-0.0244
12/05/2018,61.35,63.29,60.8,61.56,256.24,-0.0084
12/04/2018,61.9,63.58,61.24,62.08,277.42,0.0063
12/03/2018,59.98,62.6,59.85,61.69,294.77,0.0508
11/30/2018,59.28,59.93,58.25,58.71,27.02,-0.0134
11/29/2018,59.12,60.37,57.5,59.51,94.57,0.0128
11/28/2018,60.63,61.27,58.55,58.76,150.81,-0.0241
11/27/2018,60.39,61.4,58.92,60.21,271.17,-0.0045
11/26/2018,58.98,61.13,58.6,60.48,267.38,0.0286
11/23/2018,62.58,62.79,58.41,58.8,279.67,-0.0607
11/22/2018,63.6,63.81,62.27,62.6,164.11,-0.0139
11/21/2018,62.6,64.48,62.56,63.48,334.98,0.0152
11/20/2018,66.9,66.9,61.71,62.53,417.01,-0.0638
11/19/2018,66.99,67.64,65.27,66.79,262.55,0.0004
11/16/2018,66.68,68.38,66.06,66.76,327.72,0.0021
11/15/2018,66.12,67.42,65.77,66.62,316.04,0.0076
11/14/2018,65.62,67.63,65.02,66.12,379.72,0.0099
11/13/2018,69.13,69.68,64.61,65.47,445.04,-0.0663
11/12/2018,70.69,71.88,68.87,70.12,319.23,-0.0009
11/09/2018,70.87,70.99,69.13,70.18,292.21,-0.0067
11/08/2018,72.1,73.08,70.56,70.65,350.47,-0.0197
11/07/2018,71.66,73.55,71.36,72.07,361.36,-0.0008
11/06/2018,72.85,73.28,71.18,72.13,290.88,-0.0142
11/05/2018,72.85,74.13,72.26,73.17,231.14,0.0047
11/02/2018,72.75,73.5,72.16,72.83,312.87,-0.0008
11/01/2018,74.69,74.99,72.56,72.89,360.16,-0.0342
10/31/2018,76.28,76.92,75.42,75.47,34.7,-0.0058
10/30/2018,76.82,77.32,75.09,75.91,115.19,-0.0185
10/29/2018,77.64,78.03,76.55,77.34,117.94,-0.0036
10/26/2018,76.6,77.91,75.77,77.62,229.75,0.0095
10/25/2018,75.67,77.08,75.35,76.89,215.24,0.0095
10/24/2018,76.35,77.57,75.11,76.17,366.65,-0.0035
10/23/2018,80.04,80.12,75.88,76.44,513.72,-0.0425
10/22/2018,80.11,80.41,78.99,79.83,269.91,0.0006
10/19/2018,79.44,80.88,79.22,79.78,291.07,0.0062
10/18/2018,80.23,80.31,78.69,79.29,359.01,-0.0095
10/17/2018,81.74,81.85,79.17,80.05,336.6,-0.0167
10/16/2018,80.88,81.75,79.8,81.41,329.33,0.0078
10/15/2018,81,81.92,79.85,80.78,284.65,0.0044
10/12/2018,80.28,81.48,79.23,80.43,373.09,0.0021
10/11/2018,82.47,82.63,79.8,80.26,482.51,-0.0341
10/10/2018,84.98,85.17,82.26,83.09,319.09,-0.0225
10/09/2018,83.91,85.45,83.73,85,351.4,0.013
10/08/2018,84.17,84.31,82.66,83.91,290.09,-0.003
10/05/2018,84.89,85.12,83.92,84.16,300.62,-0.005
10/04/2018,85.99,86.43,84.14,84.58,361.25,-0.0198
10/03/2018,84.79,86.74,84.01,86.29,345.22,0.0176
10/02/2018,84.95,85.38,84.31,84.8,268.61,-0.0021
10/01/2018,82.79,85.45,82.55,84.98,347.53,0.0273
09/28/2018,81.63,82.87,81.6,82.72,19.68,0.0122
09/27/2018,81.8,82.44,81.32,81.72,124,0.0047
09/26/2018,81.45,82.22,81.1,81.34,130.53,-0.0065
09/25/2018,81.35,82.55,81.17,81.87,240.4,0.0083
09/24/2018,78.97,81.48,78.97,81.2,243.31,0.0305
09/21/2018,78.67,80.12,78.23,78.8,297.57,0.0013
09/20/2018,79.44,79.83,78.51,78.7,300.16,-0.0088
09/19/2018,78.97,79.5,78.51,79.4,275.87,0.0047
09/18/2018,77.78,79.73,77.46,79.03,259.18,0.0126
09/17/2018,78.07,78.9,77.73,78.05,207.61,-0.0005
09/14/2018,78.45,78.94,77.37,78.09,261.06,-0.0012
09/13/2018,79.6,79.71,77.87,78.18,298.14,-0.0196
09/12/2018,79.42,80.13,78.75,79.74,315.27,0.0086
09/11/2018,77.38,79.54,77.36,79.06,280.31,0.0218
09/10/2018,77.08,77.92,76.9,77.37,244.53,0.007
09/07/2018,76.69,77.1,75.88,76.83,209,0.0043
09/06/2018,77.02,77.77,75.64,76.5,274.79,-0.01
09/05/2018,77.82,78.09,76.91,77.27,277.12,-0.0115
09/04/2018,78.19,79.72,77.44,78.17,320.45,0.0003
09/03/2018,77.69,78.44,77.3,78.15,110.91,0.0094
08/31/2018,77.53,77.79,77,77.42,25.83,-0.0045
08/30/2018,77.33,78.03,77.18,77.77,90.22,0.0082
08/29/2018,75.99,77.42,75.67,77.14,130.44,0.0157
08/28/2018,76.34,76.97,75.73,75.95,179.66,-0.0034
08/27/2018,75.54,76.34,75.39,76.21,101.08,0.0051
08/24/2018,74.73,76.42,74.68,75.82,235.09,0.0146
08/23/2018,74.72,74.87,74.21,74.73,199.66,-0.0007
08/22/2018,72.76,75,72.7,74.78,300.69,0.0296
08/21/2018,72.15,72.95,72.05,72.63,201.24,0.0058
08/20/2018,71.77,72.75,71.42,72.21,249.1,0.0053
08/17/2018,71.35,72.49,71.25,71.83,217.16,0.0056
08/16/2018,70.65,71.52,70.4,71.43,227.2,0.0095
08/15/2018,72.22,72.44,70.3,70.76,298.11,-0.0235
08/14/2018,72.82,73.93,72.16,72.46,242.75,-0.0021
08/13/2018,73,73.09,71.04,72.61,220.34,-0.0027
08/10/2018,71.97,73.14,71.4,72.81,228.74,0.0103
08/09/2018,72.16,72.89,71.86,72.07,197.06,-0.0029
08/08/2018,74.64,74.87,71.65,72.28,269.51,-0.0317
08/07/2018,73.61,74.9,73.57,74.65,228.99,0.0122
08/06/2018,73.21,74.47,73.08,73.75,200.58,0.0074
08/03/2018,73.37,73.73,72.48,73.21,175.36,-0.0033
08/02/2018,72.42,73.75,71.84,73.45,226.45,0.0146
08/01/2018,74.07,74.12,72.13,72.39,284.02,-0.0251
07/31/2018,74.93,75.1,74.14,74.25,21.88,-0.0096
07/30/2018,74.31,75.27,74.14,74.97,81.03,0.0092
07/27/2018,74.5,74.85,73.83,74.29,119.34,-0.0034
07/26/2018,74.37,74.83,73.77,74.54,183.35,0.0083
07/25/2018,73.7,74.6,73.07,73.93,210.87,0.0067
07/24/2018,72.91,74,72.68,73.44,215.15,0.0052
07/23/2018,73.22,74.5,72.52,73.06,316.98,-0.0001
07/20/2018,72.65,73.47,72.26,73.07,231.51,0.0068
07/19/2018,73.06,73.79,71.83,72.58,313.81,-0.0044
07/18/2018,71.74,73.28,71.19,72.9,287.11,0.0103
07/17/2018,72.01,72.78,71.35,72.16,286.44,0.0045
07/16/2018,74.92,75.37,71.52,71.84,330,-0.0463
07/13/2018,74.34,75.93,73.22,75.33,302.43,0.0118
07/12/2018,74.17,75.1,72.67,74.45,416.41,0.0143
07/11/2018,78.78,78.83,73.04,73.4,560.84,-0.0692
07/10/2018,78.25,79.51,78.15,78.86,261.55,0.0101
07/09/2018,77.21,78.31,77.04,78.07,212.19,0.0124
07/06/2018,77.57,77.68,76.36,77.11,315.28,-0.0036
07/05/2018,78.14,78.5,77.3,77.39,254.02,-0.0109
07/04/2018,77.89,78.28,77.61,78.24,97.25,0.0062
07/03/2018,77.4,78.55,76.67,77.76,273.46,0.006
07/02/2018,78.55,78.95,77.16,77.3,265.38,-0.0269
06/29/2018,77.79,79.7,77.45,79.44,17.12,0.0204
06/28/2018,77.5,78.42,77.09,77.85,144.22,0.003
06/27/2018,76.54,78.16,76.28,77.62,166.19,0.0172
06/26/2018,74.74,76.72,74.13,76.31,289.47,0.0211
06/25/2018,74.8,75.13,73.74,74.73,274.38,-0.0109
06/22/2018,73.24,75.83,73.24,75.55,377.39,0.0342
06/21/2018,74.46,74.69,72.93,73.05,411.81,-0.0226
06/20/2018,75.2,75.86,74.1,74.74,368.84,-0.0045
06/19/2018,75.24,75.55,74.45,75.08,290.59,-0.0035
06/18/2018,73.06,75.49,72.45,75.34,316.12,0.0259
06/15/2018,75.98,76.06,73,73.44,285.8,-0.0329
06/14/2018,76.56,76.92,75.76,75.94,279.21,-0.0104
06/13/2018,75.4,76.87,75.26,76.74,292.47,0.0113
06/12/2018,76.5,77.07,75.43,75.88,260.33,-0.0076
06/11/2018,76.3,76.84,75.52,76.46,231.28,0
06/08/2018,77.39,77.61,76.12,76.46,251.83,-0.0111
06/07/2018,75.88,77.45,75.44,77.32,327.98,0.026
06/06/2018,75.19,76.25,74.46,75.36,365.65,-0.0003
06/05/2018,75.4,75.74,73.81,75.38,400.85,0.0012
06/04/2018,76.66,76.95,75.2,75.29,324.29,-0.0195
06/01/2018,77.71,77.95,76.35,76.79,296.57,-0.0103
05/31/2018,77.37,78.75,77.04,77.59,21.44,0.0012
05/30/2018,75.37,77.73,74.81,77.5,125.33,0.028
05/29/2018,75.82,76.2,74.54,75.39,114.46,0.0012
05/28/2018,76.11,76.17,74.49,75.3,65.1,-0.0149
05/25/2018,78.82,78.88,76.01,76.44,275.72,-0.0298
05/24/2018,79.65,79.78,78.57,78.79,228.58,-0.0127
05/23/2018,79.47,79.85,78.21,79.8,292.97,0.0029
05/22/2018,79.36,80.49,79.16,79.57,305.31,0.0044
05/21/2018,78.61,79.59,78.1,79.22,245.77,0.009
